ra,ano_pesquisa,fase,turma,genero,idade,ano_ingresso,instituicao_ensino,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,indicado_bolsa,atingiu_pv,fase_ideal,defasagem,rec_psicologia,cg,cf,ct,n_avaliacoes,destaque_ieg,destaque_ida,destaque_ipv,fase_norm,fase_ord,pedra_ord
RA-67,2022,5,C,Feminino,16.0,2019,Escola Pública,Quartzo,5.195,5.8,3.0,7.5,,3.6,6.889,5.0,3.0,4.2,3.5,False,False,Fase 6 (2º EM),-1,Não atendido,812.0,56.0,6.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,1.0
RA-68,2022,5,C,Masculino,16.0,2019,Escola Pública,Ágata,6.438,8.3,6.0,7.5,,4.0,7.944,5.0,4.7,4.8,2.7,True,False,Fase 6 (2º EM),-1,Não atendido,653.0,40.0,2.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,2.0
RA-69,2022,5,C,Masculino,16.0,2018,Escola Pública,Quartzo,5.718,8.3,6.1,7.5,,2.5,6.167,5.0,4.7,2.6,0.3,False,False,Fase 6 (2º EM),-1,Sem limitações,756.0,47.0,3.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,1.0
RA-70,2022,5,C,Feminino,16.0,2017,Escola Pública,Quartzo,5.712,8.8,6.6,5.0,,2.9,6.111,5.0,5.7,2.9,0.2,False,False,Fase 6 (2º EM),-1,Sem limitações,757.0,48.0,4.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,1.0
RA-71,2022,5,C,Feminino,17.0,2019,Escola Pública,Quartzo,4.332,7.9,2.0,7.5,,1.2,5.833,5.0,1.3,2.2,0.0,False,False,Fase 7 (3º EM),-2,Não atendido,846.0,58.0,8.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,1.0
RA-72,2022,5,C,Feminino,17.0,2022,Escola Pública,Ametista,7.64,8.3,7.5,7.5,,7.8,8.667,5.0,7.5,7.8,8.0,True,True,Fase 7 (3º EM),-2,Não atendido,259.0,16.0,1.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,3.0
RA-73,2022,5,C,Feminino,17.0,2022,Escola Pública,Quartzo,5.271,7.1,3.0,7.5,,3.3,7.278,5.0,4.5,3.0,2.3,True,False,Fase 7 (3º EM),-2,Não atendido,804.0,55.0,5.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,1.0
RA-74,2022,5,C,Masculino,16.0,2022,Escola Pública,Quartzo,4.989,9.6,3.3,7.5,,2.0,5.833,5.0,6.0,0.0,0.0,False,False,Fase 6 (2º EM),-1,Não atendido,820.0,57.0,7.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,1.0
RA-75,2022,5,F,Feminino,16.0,2022,Escola Pública,Quartzo,3.915,5.4,3.8,6.3,,0.0,4.625,5.0,0.0,0.0,,False,False,Fase 6 (2º EM),-1,Sem limitações,855.0,59.0,4.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,1.0
RA-76,2022,5,F,Feminino,15.0,2017,Rede Decisão,Topázio,9.105,10.0,9.1,8.1,,8.7,9.292,10.0,9.3,8.3,8.4,False,True,Fase 5 (1º EM),0,Sem limitações,3.0,3.0,1.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,4.0
RA-77,2022,5,F,Masculino,16.0,2019,Escola Pública,Quartzo,3.846,7.1,2.7,5.0,,0.7,4.625,5.0,0.3,1.8,0.0,False,False,Fase 6 (2º EM),-1,Não indicado,857.0,60.0,5.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,1.0
RA-78,2022,5,F,Masculino,17.0,2018,Rede Decisão,Ametista,7.04,8.3,6.6,5.6,,7.2,8.0,5.0,8.7,5.7,7.3,False,False,Fase 7 (3º EM),-2,Requer avaliação,475.0,29.0,2.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,3.0
RA-79,2022,5,F,Feminino,16.0,2018,Rede Decisão,Ágata,6.847,5.4,6.3,5.6,,8.9,7.292,5.0,9.5,7.7,9.5,False,False,Fase 6 (2º EM),-1,Requer avaliação,541.0,31.0,3.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-80,2022,5,K,Feminino,16.0,2017,Rede Decisão,Ametista,7.29,9.2,8.3,5.0,,7.1,7.625,5.0,6.5,7.7,7.3,False,False,Fase 6 (2º EM),-1,Requer avaliação,397.0,26.0,6.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,3.0
RA-81,2022,5,K,Feminino,14.0,2017,Rede Decisão,Ametista,7.675,9.2,9.2,5.0,,6.0,7.458,10.0,5.5,5.2,7.3,False,False,Fase 4 (9º ano),1,Requer avaliação,247.0,14.0,2.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,3.0
RA-82,2022,5,K,Feminino,17.0,2022,Escola Pública,Ágata,6.596,8.8,6.8,7.5,,5.5,6.417,5.0,6.0,5.0,,True,False,Fase 7 (3º EM),-2,Não atendido,628.0,37.0,9.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-83,2022,5,K,Feminino,17.0,2022,Escola Pública,Ágata,6.671,7.9,6.8,7.5,,6.8,5.958,5.0,6.0,7.5,,True,False,Fase 7 (3º EM),-2,Não atendido,598.0,35.0,8.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-84,2022,5,K,Feminino,17.0,2018,Rede Decisão,Ágata,6.682,7.1,8.8,5.0,,5.8,6.75,5.0,5.7,6.5,5.2,False,False,Fase 7 (3º EM),-2,Requer avaliação,596.0,34.0,7.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-85,2022,5,K,Masculino,15.0,2022,Escola Pública,Ágata,6.243,6.7,7.3,5.0,,4.3,5.833,10.0,5.0,3.5,,False,False,Fase 5 (1º EM),0,Requer avaliação,697.0,43.0,10.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-86,2022,5,K,Masculino,16.0,2016,Rede Decisão,Ametista,7.566,7.5,9.6,5.6,,6.7,8.458,5.0,6.2,7.2,6.9,False,True,Fase 6 (2º EM),-1,Sem limitações,286.0,18.0,3.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,3.0
RA-87,2022,5,K,Masculino,15.0,2021,Rede Decisão,Topázio,8.712,8.3,9.6,7.5,,8.8,8.5,10.0,8.3,8.0,10.0,False,True,Fase 5 (1º EM),0,Não atendido,15.0,6.0,1.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,4.0
RA-88,2022,5,K,Masculino,17.0,2021,Escola Pública,Ametista,7.498,7.1,9.2,5.6,,6.5,9.208,5.0,6.8,6.2,6.4,True,True,Fase 7 (3º EM),-2,Sem limitações,312.0,21.0,4.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,3.0
RA-89,2022,5,K,Masculino,16.0,2021,Escola Pública,Ametista,7.323,9.6,7.8,7.5,,5.9,8.0,5.0,7.5,5.7,4.7,True,False,Fase 6 (2º EM),-1,Não atendido,383.0,24.0,5.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,3.0
RA-90,2022,5,L,Feminino,13.0,2019,Rede Decisão,Topázio,9.442,10.0,9.7,9.4,,8.5,9.75,10.0,7.7,8.0,9.8,False,True,Fase 3 (7º e 8º ano),2,Sem limitações,1.0,1.0,1.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,4.0
RA-91,2022,5,L,Feminino,16.0,2016,Rede Decisão,Ágata,6.645,9.2,5.7,5.6,,6.6,7.125,5.0,5.5,5.7,8.5,False,False,Fase 6 (2º EM),-1,Requer avaliação,608.0,36.0,8.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-92,2022,5,L,Feminino,16.0,2016,Rede Decisão,Ágata,6.957,9.2,7.1,5.0,,7.4,6.667,5.0,7.8,5.5,8.8,False,False,Fase 6 (2º EM),-1,Requer avaliação,501.0,30.0,7.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-93,2022,5,L,Feminino,15.0,2016,Rede Decisão,Topázio,8.941,8.3,9.7,8.1,,8.5,9.083,10.0,8.8,8.3,8.4,False,True,Fase 5 (1º EM),0,Sem limitações,6.0,4.0,3.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,4.0
RA-94,2022,5,L,Feminino,15.0,2018,Rede Decisão,Topázio,8.921,8.3,9.6,8.1,,7.7,9.583,10.0,7.0,6.7,9.5,False,True,Fase 5 (1º EM),0,Sem limitações,7.0,5.0,4.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,4.0
RA-95,2022,5,L,Feminino,17.0,2022,Escola Pública,Ágata,6.308,8.3,6.6,7.5,,4.8,6.292,5.0,6.0,8.0,0.5,False,False,Fase 7 (3º EM),-2,Sem limitações,685.0,41.0,9.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-96,2022,5,L,Masculino,16.0,2021,Escola Pública,Ametista,7.54,9.2,7.8,6.9,,6.7,8.5,5.0,5.7,6.5,8.0,True,True,Fase 6 (2º EM),-1,Sem limitações,295.0,19.0,5.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,3.0
RA-97,2022,5,L,Feminino,15.0,2017,Rede Decisão,Ametista,7.468,7.5,8.8,5.0,,6.9,6.292,10.0,5.3,6.7,8.8,False,False,Fase 5 (1º EM),0,Não indicado,328.0,22.0,6.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,3.0
RA-98,2022,5,L,Feminino,15.0,2017,Rede Decisão,Topázio,9.354,8.8,10.0,9.4,,8.5,9.667,10.0,8.4,8.2,8.9,False,True,Fase 5 (1º EM),0,Sem limitações,2.0,2.0,2.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,5,5.0,4.0
RA-99,2022,5,L,Masculino,16.0,2019,Escola Pública,Ágata,6.158,8.8,6.3,7.5,,5.0,5.833,5.0,5.7,3.4,5.8,False,False,Fase 6 (2º EM),-1,Não atendido,701.0,44.0,10.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5,5.0,2.0
RA-100,2022,4,A,Feminino,13.0,2019,Rede Decisão,Ametista,7.618,8.8,7.8,5.0,,7.6,7.25,10.0,7.0,7.8,8.1,False,False,Fase 3 (7º e 8º ano),1,Não indicado,268.0,22.0,7.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,3.0
RA-101,2022,4,A,Feminino,15.0,2021,Escola Pública,Ametista,7.305,7.9,8.3,7.5,,7.6,6.833,5.0,7.2,6.5,9.2,True,False,Fase 5 (1º EM),-1,Não atendido,387.0,31.0,8.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,3.0
RA-102,2022,4,A,Masculino,14.0,2019,Escola Pública,Ágata,6.922,6.7,7.7,6.9,,5.7,6.0,10.0,4.7,6.8,5.5,False,False,Fase 4 (9º ano),0,Requer avaliação,519.0,43.0,9.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,2.0
RA-103,2022,4,A,Feminino,13.0,2020,Rede Decisão,Topázio,8.107,7.9,8.7,7.5,,7.3,7.708,10.0,7.3,7.3,7.3,False,False,Fase 3 (7º e 8º ano),1,Não atendido,114.0,11.0,4.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,4.0
RA-104,2022,4,A,Masculino,18.0,2022,Escola Pública,Ágata,6.315,7.9,8.7,7.5,,3.7,6.708,2.5,4.8,5.8,0.3,False,False,Fase 8 (Universitários),-4,Não atendido,681.0,61.0,11.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,2.0
RA-105,2022,4,A,Masculino,17.0,2016,Rede Decisão,Ágata,6.846,7.9,8.2,5.6,,6.7,7.417,2.5,7.2,6.2,6.8,False,False,Fase 7 (3º EM),-3,Requer avaliação,542.0,47.0,10.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,2.0
RA-106,2022,4,A,Feminino,15.0,2016,Rede Decisão,Ametista,7.973,9.2,8.0,9.4,,7.4,8.375,5.0,7.8,7.2,7.2,False,True,Fase 5 (1º EM),-1,Sem limitações,148.0,13.0,5.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,3.0
RA-107,2022,4,A,Feminino,15.0,2018,Escola Pública,Ágata,6.258,7.5,6.4,7.5,,4.6,6.5,5.0,3.3,4.3,6.0,True,False,Fase 5 (1º EM),-1,Sem limitações,693.0,63.0,12.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,2.0
RA-108,2022,4,A,Feminino,17.0,2019,Escola Pública,Quartzo,5.547,4.6,7.7,5.0,,5.0,6.125,2.5,3.0,5.8,6.2,False,False,Fase 7 (3º EM),-3,Não indicado,784.0,72.0,15.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,1.0
RA-109,2022,4,A,Masculino,16.0,2021,Rede Decisão,Topázio,8.512,8.8,10.0,8.8,,8.4,8.667,5.0,7.8,7.5,9.9,False,True,Fase 6 (2º EM),-2,Sem limitações,33.0,4.0,2.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,4.0
RA-110,2022,4,A,Masculino,14.0,2017,Rede Decisão,Topázio,8.15,9.2,9.7,5.6,,6.7,8.0,10.0,8.3,5.7,6.0,False,False,Fase 4 (9º ano),0,Requer avaliação,100.0,10.0,3.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,4.0
RA-111,2022,4,A,Feminino,13.0,2020,Rede Decisão,Topázio,8.646,7.5,9.4,8.1,,8.0,8.667,10.0,6.7,7.5,9.7,False,True,Fase 3 (7º e 8º ano),1,Sem limitações,22.0,2.0,1.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,4.0
RA-112,2022,4,A,Feminino,15.0,2016,Rede Decisão,Ametista,7.836,7.9,7.8,6.3,,8.5,8.833,5.0,9.0,7.5,9.1,False,True,Fase 5 (1º EM),-1,Sem limitações,189.0,17.0,6.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,3.0
RA-113,2022,4,A,Feminino,15.0,2017,Rede Decisão,Quartzo,3.032,0.0,0.0,5.0,,3.7,3.792,5.0,3.3,5.5,2.3,False,False,Fase 5 (1º EM),-1,Não indicado,862.0,76.0,16.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,1.0
RA-114,2022,4,A,Masculino,16.0,2022,Escola Pública,Quartzo,5.894,7.9,6.3,7.5,,5.3,5.0,5.0,6.0,4.5,,False,False,Fase 6 (2º EM),-2,Sem limitações,738.0,66.0,13.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,1.0
RA-115,2022,4,A,Feminino,16.0,2019,Escola Pública,Quartzo,5.886,8.3,6.8,6.3,,3.8,5.583,5.0,3.0,5.7,2.7,False,False,Fase 6 (2º EM),-2,Requer avaliação,740.0,67.0,14.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,1.0
RA-116,2022,4,B,Feminino,16.0,2019,Escola Pública,Ágata,6.854,5.8,8.1,6.3,,5.9,7.792,5.0,5.0,7.2,5.5,True,False,Fase 6 (2º EM),-2,Sem limitações,538.0,46.0,8.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,2.0
RA-117,2022,4,B,Feminino,15.0,2022,Escola Pública,Ágata,6.685,7.9,6.3,6.9,,6.1,7.417,5.0,4.7,6.7,7.0,False,False,Fase 5 (1º EM),-1,Requer avaliação,593.0,55.0,10.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,2.0
RA-118,2022,4,B,Feminino,14.0,2021,Escola Pública,Quartzo,5.597,0.0,5.3,6.3,,3.9,6.958,10.0,3.7,4.7,3.5,False,False,Fase 4 (9º ano),0,Sem limitações,775.0,70.0,12.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,1.0
RA-119,2022,4,B,Feminino,14.0,2016,Rede Decisão,Ametista,7.501,8.3,8.2,5.6,,5.4,7.875,10.0,5.7,7.0,3.4,False,False,Fase 4 (9º ano),0,Requer avaliação,311.0,26.0,3.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,3.0
RA-120,2022,4,B,Masculino,15.0,2019,Escola Pública,Ágata,6.825,8.3,5.9,7.5,,6.2,7.667,5.0,3.7,5.2,9.7,True,False,Fase 5 (1º EM),-1,Não atendido,547.0,48.0,9.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,2.0
RA-121,2022,4,B,Feminino,16.0,2021,Escola Pública,Ametista,7.245,7.1,8.4,6.3,,7.2,7.625,5.0,5.7,6.8,9.0,True,False,Fase 6 (2º EM),-2,Sem limitações,413.0,33.0,5.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,3.0
RA-122,2022,4,B,Feminino,14.0,2019,Escola Pública,Quartzo,5.061,7.9,3.4,7.5,,1.8,4.958,10.0,1.7,3.7,0.0,False,False,Fase 4 (9º ano),0,Não atendido,818.0,74.0,14.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,1.0
RA-123,2022,4,B,Masculino,16.0,2017,Rede Decisão,Ametista,7.084,7.9,8.6,5.6,,6.5,7.292,5.0,7.3,6.3,5.9,False,False,Fase 6 (2º EM),-2,Requer avaliação,461.0,37.0,6.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,3.0
RA-124,2022,4,B,Masculino,14.0,2016,Rede Decisão,Ametista,7.388,7.9,7.8,5.0,,6.7,7.167,10.0,5.7,7.0,7.5,False,False,Fase 4 (9º ano),0,Requer avaliação,365.0,29.0,4.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,3.0
RA-125,2022,4,B,Feminino,15.0,2022,Escola Pública,Ametista,7.619,8.8,8.5,7.5,,7.1,7.75,5.0,5.0,7.2,9.2,True,False,Fase 5 (1º EM),-1,Não atendido,266.0,21.0,2.0,4.0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,3.0
RA-126,2022,4,B,Masculino,15.0,2018,Escola Pública,Ágata,6.289,7.1,5.8,7.5,,4.4,7.417,5.0,4.0,5.0,4.2,True,False,Fase 5 (1º EM),-1,Não atendido,689.0,62.0,11.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,2.0
RA-127,2022,4,B,Feminino,14.0,2022,Escola Pública,Topázio,8.283,7.5,8.7,7.5,,7.9,8.125,10.0,7.7,7.7,8.3,True,False,Fase 4 (9º ano),0,Não atendido,63.0,7.0,1.0,4.0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,4.0
RA-128,2022,4,B,Masculino,15.0,2019,Escola Pública,Quartzo,5.563,0.0,6.2,7.5,,5.6,6.167,5.0,6.7,6.8,3.2,True,False,Fase 5 (1º EM),-1,Não atendido,778.0,71.0,13.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,1.0
RA-129,2022,4,B,Masculino,15.0,2019,Escola Pública,Ágata,6.926,6.7,6.4,7.5,,6.7,7.792,5.0,6.0,5.3,8.7,True,False,Fase 5 (1º EM),-1,Não atendido,516.0,42.0,7.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,4,4.0,2.0
RA-130,2022,4,F,Feminino,16.0,2018,Escola Pública,Quartzo,5.624,8.3,4.7,5.0,,4.1,6.5,5.0,3.7,5.2,3.5,False,False,Fase 6 (2º EM),-2,Requer avaliação,772.0,69.0,14.0,4.0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,4,4.0,1.0
